1119.12:11:58.211 1119.12:12:58.019 4     10.0.2.1        57406 5     10.0.1.1        5201  6   1  2861       160056
1119.12:11:58.211 1119.12:12:58.027 4     10.0.2.1        57404 5     10.0.1.1        5201  6   4  2975       166816
1119.12:11:58.223 1119.12:12:58.023 5     10.0.1.1        5201  4     10.0.2.1        57406 6   1  5308       7960552
1119.12:11:58.223 1119.12:12:57.995 5     10.0.1.1        5201  4     10.0.2.1        57404 6   0  5479       8218500
1119.12:12:57.027 1119.12:12:58.047 4     10.0.2.1        57402 5     10.0.1.1        5201  6   1  9          881
1119.12:12:57.039 1119.12:12:58.023 5     10.0.1.1        5201  4     10.0.2.1        57402 6   1  8          831
1119.12:12:16.211 1119.12:13:17.211 4     10.0.2.2        36780 5     10.0.1.2        3000  6   0  1547       92662
1119.12:12:16.219 1119.12:13:17.183 5     10.0.1.2        3000  4     10.0.2.2        36780 6   0  3169       4741639
1119.12:13:17.247 1119.12:14:04.003 4     10.0.2.2        36780 5     10.0.1.2        3000  6   5  2588       147656
1119.12:13:58.015 1119.12:13:58.395 4     10.0.2.1        57426 5     10.0.1.1        5201  6   2  9          653
1119.12:13:58.027 1119.12:13:58.363 5     10.0.1.1        5201  4     10.0.2.1        57426 6   2  8          428
1119.12:13:17.219 1119.12:14:03.971 5     10.0.1.2        3000  4     10.0.2.2        36780 6   0  7392       11077615
1119.12:13:58.187 1119.12:14:58.195 4     10.0.2.1        57428 5     10.0.1.1        5201  6   2  2287       129737
1119.12:13:58.199 1119.12:14:58.195 5     10.0.1.1        5201  4     10.0.2.1        57428 6   2  3802       5700112
1119.12:13:58.231 1119.12:14:59.207 4     10.0.2.1        57430 5     10.0.1.1        5201  6   2  2261       128253
1119.12:13:58.239 1119.12:14:59.183 5     10.0.1.1        5201  4     10.0.2.1        57430 6   2  3889       5830612
1119.12:13:58.267 1119.12:14:59.195 4     10.0.2.1        57432 5     10.0.1.1        5201  6   2  2271       128505
1119.12:13:58.287 1119.12:14:59.203 5     10.0.1.1        5201  4     10.0.2.1        57432 6   2  3788       5679112
1119.12:14:03.983 1119.12:15:04.195 4     10.0.2.2        36814 5     10.0.1.2        3000  6   2  1537       94217
1119.12:14:03.995 1119.12:15:04.203 5     10.0.1.2        3000  4     10.0.2.2        36814 6   2  2631       3929422
1119.12:14:58.215 1119.12:15:59.183 5     10.0.1.1        5201  4     10.0.2.1        57428 6   0  3938       5907000
1119.12:14:58.231 1119.12:15:59.171 4     10.0.2.1        57428 5     10.0.1.1        5201  6   0  2237       127132
1119.12:14:59.215 1119.12:16:00.191 5     10.0.1.1        5201  4     10.0.2.1        57430 6   0  3865       5797500
1119.12:14:59.227 1119.12:16:00.187 4     10.0.2.1        57432 5     10.0.1.1        5201  6   0  2261       128592
1119.12:14:59.235 1119.12:16:00.191 5     10.0.1.1        5201  4     10.0.2.1        57432 6   0  3814       5721000
1119.12:14:59.235 1119.12:16:00.187 4     10.0.2.1        57430 5     10.0.1.1        5201  6   0  2230       126852
1119.12:15:04.235 1119.12:16:05.107 4     10.0.2.2        36814 5     10.0.1.2        3000  6   0  1655       100186
1119.12:15:04.235 1119.12:16:05.119 5     10.0.1.2        3000  4     10.0.2.2        36814 6   0  2773       4146197
1119.12:16:05.391 1119.12:16:14.311 4     10.0.2.2        36814 5     10.0.1.2        3000  6   5  278        16710
1119.12:16:05.359 1119.12:16:14.283 5     10.0.1.2        3000  4     10.0.2.2        36814 6   0  441        659703
1119.12:15:59.215 1119.12:16:58.919 4     10.0.2.1        57428 5     10.0.1.1        5201  6   1  2184       124076
1119.12:15:59.215 1119.12:16:58.931 5     10.0.1.1        5201  4     10.0.2.1        57428 6   1  3847       5769052
1119.12:16:00.227 1119.12:16:58.919 4     10.0.2.1        57430 5     10.0.1.1        5201  6   4  2000       113660
1119.12:16:00.227 1119.12:16:58.951 4     10.0.2.1        57432 5     10.0.1.1        5201  6   4  2123       120208
1119.12:16:58.339 1119.12:16:58.963 4     10.0.2.1        57426 5     10.0.1.1        5201  6   1  9          995
1119.12:16:58.351 1119.12:16:58.931 5     10.0.1.1        5201  4     10.0.2.1        57426 6   1  8          947
1119.12:16:00.235 1119.12:16:58.851 5     10.0.1.1        5201  4     10.0.2.1        57430 6   0  3451       5176500
1119.12:16:00.235 1119.12:16:58.923 5     10.0.1.1        5201  4     10.0.2.1        57432 6   0  3719       5578500
1119.12:16:14.271 1119.12:17:14.151 4     10.0.2.2        36818 5     10.0.1.2        3000  6   2  1590       96937
1119.12:16:14.283 1119.12:17:14.123 5     10.0.1.2        3000  4     10.0.2.2        36818 6   2  3199       4778048
1119.12:17:16.451 1119.12:17:16.507 4     10.0.2.2        36818 5     10.0.1.2        3000  6   1  2          104
1119.12:17:16.467 1119.12:17:16.467 5     10.0.1.2        3000  4     10.0.2.2        36818 6   1  1          52
1119.12:17:58.927 1119.12:17:59.199 4     10.0.2.1        57440 5     10.0.1.1        5201  6   2  9          653
